TIME,30.0463,30.3998,30.7617,31.1323,31.512,31.901,32.2998,32.7087,33.128,33.5582,33.9998,34.4531,34.9187,35.397,35.8887,36.3941,36.9141,37.449,37.9998,38.5669,39.1513,39.7536,40.3748,41.0156,41.6772,42.3604,43.0664,43.7963,44.5515,45.3331,46.1426,46.9815,47.8516,48.7544,49.692,50.6664,51.6797,52.7344,53.833,54.9784,56.1736,57.4219,58.7269,60.0927,61.5234,63.024,64.5996,66.256,67.9996,69.8374,71.7773,73.8281,75.9995,78.3026,80.7495,83.3543,86.1328,89.1029,92.2852,95.7031,99.384,103.359,107.666,112.347,117.454,123.047,129.199,135.999,143.555,151.999,161.499,172.266,184.57,198.768,215.332,234.908,258.398,287.109,322.998,369.141,430.664
0.000000000,0.234894,0.0556251,0.0818587,0.456121,1.6213,1.29396,0.197951,0.0772632,0.0802091,0.257828,0.398646,0.102588,0.467368,0.678129,0.235728,0.0717024,0.135221,0.760586,1.57368,0.642594,0.122082,0.131193,0.115766,0.208338,0.12622,0.0578557,0.489768,0.457999,0.159814,0.120203,0.175659,0.872441,0.963651,0.230081,0.00988473,0.0562601,0.356115,0.569283,0.167841,0.0991411,0.28945,0.202386,0.171682,0.10444,0.454471,1.53433,0.938254,0.0702284,0.0597207,0.0834285,0.317873,0.404068,0.156826,0.420495,0.336646,0.0835476,0.0400337,0.0791277,0.680951,1.12076,0.309704,0.154347,0.157044,0.0935156,0.288126,0.156261,0.112556,0.714191,0.64572,0.134027,0.0564437,0.203042,1.08124,1.03245,0.182261,0.0383489,0.0673364,0.282971,0.286216,0.0557621,0.114361
1.486077098,0.234894,0.0577964,0.112628,0.503116,1.83682,1.43657,0.197951,0.0772632,0.107691,0.274412,0.398646,0.102588,0.57637,0.768961,0.235728,0.0719567,0.136625,0.879897,1.93234,0.729414,0.122082,0.185436,0.248708,0.26579,0.149867,0.0753886,0.733236,0.52817,0.159848,0.126504,0.25444,1.20199,1.25607,0.2365,0.0117015,0.063954,0.410001,0.64086,0.191411,0.101195,0.29784,0.202386,0.180727,0.123725,0.516425,1.69743,0.957262,0.074045,0.0625793,0.22159,0.588502,0.544343,0.157104,0.471301,0.336646,0.0835476,0.0454535,0.132184,0.825763,1.3647,0.338526,0.172386,0.17252,0.111187,0.299063,0.156261,0.18561,0.849134,0.64572,0.134027,0.0619948,0.212245,1.21841,1.15104,0.220375,0.0553088,0.0673364,0.345323,0.331412,0.0557621,0.15814
2.972154195,0.264231,0.0577964,0.112628,0.547782,2.13574,1.70066,0.35519,0.0772827,0.107696,0.346341,0.535331,0.103333,0.57637,0.919193,0.398058,0.0799885,0.136625,0.903483,2.10158,0.805877,0.122286,0.185994,0.260472,0.290872,0.1553,0.0753886,0.757401,0.867291,0.264544,0.126504,0.271972,1.48012,1.6868,0.367419,0.0117015,0.16074,0.928872,1.30067,0.237142,0.101195,0.30067,0.288438,0.242799,0.123725,0.597828,2.41168,1.43812,0.145672,0.0625793,0.22159,0.588502,0.544343,0.157104,0.471685,0.418653,0.249942,0.0934113,0.136894,0.951301,1.6263,0.399822,0.172644,0.172615,0.141799,0.299063,0.156261,0.18561,0.949821,0.83311,0.139762,0.0619948,0.313325,1.80637,1.60995,0.242757,0.0553088,0.160493,0.395705,0.331412,0.0557621,0.15814
4.458231293,0.299515,0.0577996,0.161592,0.656971,2.50797,1.99037,0.362367,0.0772827,0.114121,0.350095,0.535331,0.103333,0.853628,1.17801,0.457445,0.0800463,0.136625,0.975344,2.29551,0.872066,0.122622,0.189095,0.260472,0.290872,0.1553,0.0753886,0.866073,0.924585,0.264784,0.126601,0.280431,1.58473,1.84936,0.372915,0.0119068,0.160987,0.928872,1.30067,0.237142,0.245937,0.815788,0.532597,0.249646,0.123725,0.627341,2.49869,1.50158,0.146887,0.0626054,0.345138,0.970684,0.824971,0.157104,0.59451,0.561149,0.291054,0.0937901,0.136905,1.0279,1.76451,0.42426,0.17267,0.172734,0.157467,0.335733,0.169492,0.18561,0.982388,0.850281,0.139868,0.0625045,0.322383,1.85578,1.63938,0.243523,0.0553088,0.176096,0.497079,0.467628,0.0557621,0.206287
5.944308390,0.299515,0.0577996,0.161592,0.670081,2.74581,2.32718,0.406794,0.0772827,0.119388,0.380764,0.570617,0.103333,0.853628,1.17801,0.457445,0.0800463,0.13817,1.04836,2.47372,1.00547,0.122622,0.194148,0.308893,0.438923,0.196302,0.0753886,0.866073,0.924585,0.264784,0.126601,0.280522,1.6416,1.96525,0.405375,0.0198958,0.197317,0.992963,1.34728,0.237142,0.245937,0.815788,0.532597,0.249646,0.123725,0.683551,2.67989,1.57164,0.148075,0.103275,0.371568,1.03181,0.901414,0.157104,0.59451,0.561149,0.291054,0.0937901,0.143635,1.27795,1.97508,0.455095,0.17267,0.188504,0.184121,0.365983,0.169492,0.18561,0.982388,0.850281,0.139868,0.0625045,0.346626,2.11581,1.83144,0.246541,0.0654716,0.201086,0.497079,0.467628,0.0557621,0.206287
7.430385488,0.303633,0.120204,0.207634,0.704734,2.94609,2.47636,0.406794,0.0772827,0.11958,0.444181,0.612884,0.109882,0.853628,1.25265,0.547892,0.137286,0.150522,1.16145,2.69118,1.06165,0.122622,0.196651,0.312553,0.439486,0.196302,0.0753886,1.05225,1.14302,0.328318,0.147981,0.280522,1.73718,2.1268,0.463753,0.0230774,0.205303,0.994261,1.34728,0.237142,0.245937,0.918146,0.595406,0.276831,0.1294,0.761199,2.96765,1.75843,0.154027,0.113615,0.377739,1.03257,0.901414,0.157104,0.618088,0.638374,0.324177,0.101415,0.143635,1.58453,2.39941,0.574553,0.186035,0.188504,0.188412,0.384196,0.169492,0.18561,1.02877,0.885026,0.146688,0.0625045,0.356461,2.30564,2.00095,0.274624,0.0654716,0.204506,0.504523,0.468635,0.0557621,0.223237
8.916462585,0.304137,0.123086,0.207634,0.73983,3.26595,2.72764,0.407615,0.0772827,0.11958,0.444181,0.615632,0.113603,0.853628,1.25265,0.548134,0.13867,0.150522,1.70868,3.80042,1.59536,0.122648,0.196802,0.328349,0.549251,0.221772,0.0753886,1.05225,1.146,0.347732,0.161446,0.306109,1.96269,2.33766,0.463753,0.0230774,0.205303,1.15455,1.59795,0.287811,0.245937,0.918146,0.595406,0.276831,0.1294,1.01308,3.65503,2.15927,0.162725,0.115657,0.377739,1.03257,0.902967,0.158557,0.618088,0.640737,0.340212,0.115846,0.143635,1.81691,2.77914,0.704172,0.188612,0.20593,0.191378,0.403005,0.174096,0.18561,1.02877,0.885572,0.149809,0.0625045,0.419363,2.79684,2.33918,0.274624,0.0902488,0.242384,0.596235,0.569952,0.0754193,0.223237
10.402539683,0.310839,0.128275,0.208817,0.781597,3.38521,2.81188,0.40794,0.0814146,0.122343,0.44613,0.616521,0.114447,0.856212,1.25472,0.548134,0.13867,0.150522,1.71855,3.8268,1.61394,0.132873,0.196802,0.328349,0.553253,0.223596,0.10867,1.22061,1.27355,0.347732,0.161446,0.308638,1.97666,2.35419,0.464572,0.0230774,0.205303,1.15455,1.59795,0.287839,0.250118,0.935474,0.595875,0.277312,0.1294,1.22946,4.12921,2.40888,0.164406,0.115657,0.377739,1.03257,0.902967,0.160948,0.622417,0.648997,0.340212,0.115846,0.143635,1.86615,2.83366,0.705061,0.188612,0.20593,0.199052,0.412718,0.174096,0.210553,1.1616,0.976634,0.149809,0.0625045,0.419448,2.85724,2.39634,0.274624,0.0902488,0.242384,0.597013,0.571363,0.0772052,0.22338
11.888616780,0.311946,0.128644,0.2142,0.792711,3.40197,2.82092,0.4552,0.19008,0.191155,0.452795,0.616647,0.114714,0.857498,1.25641,0.548134,0.139694,0.156011,1.76472,3.90776,1.65371,0.168892,0.254645,0.35398,0.553585,0.223667,0.113464,1.23623,1.28476,0.348154,0.162338,0.308638,2.02552,2.40541,0.470361,0.027374,0.209676,1.1877,1.64498,0.302692,0.252086,0.940174,0.596724,0.277312,0.129908,1.29209,4.29894,2.51862,0.181375,0.142186,0.388644,1.03348,0.903646,0.161114,0.622417,0.648997,0.342205,0.122289,0.14919,1.87768,2.86191,0.73443,0.215566,0.223279,0.204661,0.414049,0.174469,0.210747,1.16254,0.977857,0.151292,0.0685672,0.431383,2.8779,2.40807,0.275066,0.0927981,0.243986,0.606198,0.581283,0.0798189,0.224445
