TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
158.104671202,-241.994,35.8302,-0.642453,-1.01173,-7.27477,4.66458,4.67535,8.84836,0.680007,7.63905,-0.234005,2.57501,4.60583,1.74909,-0.156687,0.646221,-2.20816,0.98928,3.54409,2.10609,-0.984721
158.127891156,-245.609,35.0445,-3.5834,4.12525,-8.9783,1.94366,3.94375,9.11928,5.87291,6.11698,-0.171303,-0.774036,6.5135,3.27306,1.55412,4.85391,-1.17855,2.15858,1.40877,-0.0873468,0.803815
158.151111111,-242.858,36.0708,0.636007,6.22742,-8.02123,0.604617,5.00259,6.11432,6.25262,9.40681,-3.51735,-2.6996,2.75502,1.02177,0.711893,2.76863,-0.665278,1.77408,-1.50715,-0.864144,-1.55168
158.174331066,-247.464,32.0605,2.23001,11.2525,-9.9561,-3.68436,2.86578,9.40643,9.21364,7.88032,-1.36912,0.150086,2.36166,-0.57797,3.58889,3.07884,1.35007,-0.884047,-1.00404,0.578256,-1.14188
158.197551020,-247.111,31.7594,1.52499,9.23639,-11.0919,-1.09971,2.61381,12.0772,7.20843,10.0646,0.882636,1.04164,2.33402,-1.85704,1.82394,1.23799,0.916081,-1.19384,-0.504664,0.103939,-2.70569
158.220770975,-250.889,33.8482,-2.41421,9.18935,-9.39713,-3.83371,1.12969,11.0545,9.80272,8.3189,3.31041,2.54299,2.49734,-0.750699,1.54488,2.9825,2.00957,1.1091,-0.548383,0.909396,-2.60589
158.243990930,-255.243,36.9407,-1.16257,11.6423,-7.93678,-5.90259,0.579018,11.5642,10.6181,10.2968,0.673616,1.77872,-0.585686,-0.903028,-0.95448,2.58647,0.377799,-1.13357,-0.95518,0.990963,0.632986
158.267210884,-261.411,35.9005,-2.10434,10.7744,-8.97384,-5.43379,1.77233,8.98735,9.77593,12.0893,2.00901,3.56602,1.09434,1.86702,0.503534,3.18326,0.886429,0.901216,1.7506,-0.512518,-1.52738
158.290430839,-261.425,36.84,-2.26327,10.2915,-9.81549,-5.20465,4.06114,7.74279,11.0905,11.048,3.04899,2.08374,0.132452,1.50921,-1.28351,3.64733,1.25268,1.39901,-0.12339,-1.32288,-2.17025
158.313650794,-261.974,37.7234,-5.75263,7.5144,-11.384,-2.72757,2.25268,8.58717,13.0664,10.2773,4.42132,0.919028,2.10952,2.50295,0.204671,4.46966,1.91272,1.94497,1.49678,-0.168733,-2.4469
