"Track.URI","Track.Name","Album.Name","Artist.Name.s.","Release.Date","Duration..ms.","Popularity","Explicit","Added.By","Added.At","Genres","Record.Label","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time.Signature","region","highlight"
"spotify:track:4FI0rdztOAYJZMupujL5Gp","Fuck You","2001","Dr. Dre;Devin The Dude;Snoop Dogg","1999-11-16",205453,64,"true","warriorkid3000","2024-09-27T04:34:34Z","old school hiphop,g funk,gangsterrap,west coast hiphop,hiphop,rap,dirty south rap","Aftermath",0.876,0.573,0,-3.764,1,0.431,0.294,0,0.121,0.756,92.236,4,"west","no"
"spotify:track:1ohwrBQrxIlqMYfkoYERiN","Eazy-Duz-It","Eazy-Duz-It","Eazy-E;Dr. Dre;MC Ren","1988-09-13",259493,62,"true","warriorkid3000","2024-09-27T04:34:37Z","gangsterrap,old school hiphop,west coast hiphop,g funk,hiphop,rap","FRONTLINE CATALOG (P81)",0.827,0.728,2,-3.912,1,0.307,0.0768,0,0.237,0.692,90.872,4,"west","no"
"spotify:track:4IYKjN1DrYzxKXt0umJqsG","I Got 5 On It","Operation Stackola","Luniz;Michael Marshall","1995-07-04",253533,76,"false","warriorkid3000","2024-10-10T04:48:43Z","g funk,west coast hiphop,old school hiphop,braziliaanse bass","Virgin Records",0.584,0.706,10,-7.899,0,0.366,0.209,0,0.125,0.579,174.039,4,"west","no"
"spotify:track:6RtiYzLt3CeA9tpKvK5PxY","Keep your Eyes on yours","Rare","50 Cent","2003-10-15",245826,0,"true","m-airon","2019-04-05T00:10:17Z","old school hiphop,east coast hiphop","Famous Records, Corp.",0.782,0.48,11,-12.113,0,0.361,0.00772,1.02e-06,0.0951,0.634,90.688,4,"east","no"
"spotify:track:15LVUC45FiKlBp0wkmJkcv","Niggas Bleed - 2014 Remaster","Life After Death (2014 Remastered Edition)","The Notorious B.I.G.","1997-03-04",291040,55,"true","m-airon","2024-10-23T14:23:29Z","old school hiphop,gangsterrap,east coast hiphop,hiphop","Rhino Atlantic",0.541,0.847,1,-3.386,1,0.264,0.354,0,0.231,0.546,83.778,4,"east","no"
"spotify:track:6gpZSI0xEMTzleBc5ykOVA","Heart Of The City (Ain't No Love)","The Blueprint (Explicit Version)","JAY-Z","2001-09-11",223240,63,"true","m-airon","2022-03-27T17:29:38Z","hiphop,east coast hiphop,rap","Roc-A-Fella",0.606,0.943,6,-3.948,1,0.276,0.088,0.0039,0.342,0.802,171.027,4,"east","no"
"spotify:track:2EpUHz5TqbAAQ8iweD75p6","The Enemy (feat. Fat Joe)","The Big Picture","Big L;Fat Joe","2016-07-15",168013,65,"true","m-airon","2024-10-13T09:47:20Z","east coast hiphop,old school hiphop,hardcore hiphop,boombap,hiphop","RBC Records",0.606,0.649,11,-8.372,1,0.392,0.115,0.00019,0.824,0.877,174.081,4,"east","no"
"spotify:track:3YAIOD20Mk64gNRYqf56k3","Waiting For The World To End","The Master","Rakim","1999-11-30",245026,49,"true","m-airon","2022-03-27T09:16:24Z","east coast hiphop,old school hiphop,hiphop","Universal Records",0.795,0.58,10,-5.762,0,0.405,0.0735,7.33e-05,0.325,0.961,91.798,4,"east","no"
"spotify:track:3njpLvANriMsdv3dgADEad","Get Back","The Red Light District","Ludacris","2004-01-01",270746,64,"true","m-airon","2024-12-16T20:44:46Z","dirty south rap","Def Jam Recordings",0.555,0.639,1,-5.16,1,0.263,0.0594,0,0.118,0.184,171.609,4,"east","no"
"spotify:track:2KFg8kjYy0rYjWsXGhEQHN","Who Shot Ya? - 2005 Remaster","Ready to Die (The Remaster)","The Notorious B.I.G.","1994-09-13",319360,67,"true","warriorkid3000","2023-09-20T03:46:38Z","old school hiphop,gangsterrap,east coast hiphop,hiphop","Bad Boy Records",0.831,0.682,7,-5.697,1,0.238,0.256,0,0.494,0.6,91.771,4,"east","no"
"spotify:track:5czjjnbTatyFal33a9h1aN","Guess Who's Back","The 18th Letter / The Book Of Life","Rakim","1996-11-04",250906,57,"false","m-airon","2019-04-04T23:57:24Z","east coast hiphop,old school hiphop,hiphop","Universal Records",0.796,0.798,6,-7.456,0,0.262,0.0153,0,0.106,0.692,94.016,4,"east","no"
"spotify:track:7c2h4jzcyJsN1QzTb8ZpiZ","Ain't Nobody","Mr. Smith (Deluxe Edition)","LL COOL J","1995-11-21",277440,49,"false","m-airon","2022-08-25T19:10:15Z","old school hiphop,east coast hiphop","LL Cool J.",0.788,0.746,10,-6.407,0,0.188,0.072,3.41e-06,0.279,0.518,99.9,4,"east","no"
"spotify:track:3bOvAqhaZNSWpGVIvHEx8B","Everyday Struggle - 2005 Remaster","Ready to Die (The Remaster)","The Notorious B.I.G.","1994-09-13",319320,58,"true","m-airon","2024-10-23T09:43:22Z","old school hiphop,gangsterrap,east coast hiphop,hiphop","Bad Boy Records",0.913,0.712,1,-6.455,0,0.265,0.0643,0.00176,0.117,0.449,96.145,4,"east","no"
"spotify:track:7Jc0l11j0Ehx6smWHqDXtX","Phenomenon","Phenomenon","LL COOL J","1997-01-01",244733,51,"true","m-airon","2024-10-16T14:32:06Z","old school hiphop,east coast hiphop","Def Jam Recordings",0.862,0.606,7,-8.136,1,0.276,0.000331,4.87e-06,0.0706,0.485,105.972,4,"east","no"
"spotify:track:5H4PU7wBIXL259apGjSpOr","Can't Knock The Hustle","Reasonable Doubt","JAY-Z;Mary J. Blige","1996-06-25",317800,48,"true","m-airon","2024-10-16T20:47:55Z","hiphop,east coast hiphop,rap,r&b","Roc-A-Fella",0.78,0.378,7,-11.48,1,0.465,0.198,0,0.0782,0.577,94.897,4,"east","no"
"spotify:track:4WMBl2wiGUSGa5C7tfQEAo","Doin' It","Mr. Smith (Deluxe Edition)","LL COOL J;Leshaun","1995-11-21",293933,60,"true","m-airon","2019-04-04T23:59:50Z","old school hiphop,east coast hiphop","LL Cool J.",0.801,0.55,10,-11.044,0,0.209,0.367,0.0229,0.117,0.61,94.992,4,"east","no"
"spotify:track:6Tsu3OsuMz4KEGKbOYd6A0","Hypnotize - 2007 Remaster","Greatest Hits","The Notorious B.I.G.","2007-03-02",230000,71,"true","warriorkid3000","2021-09-29T03:44:23Z","old school hiphop,gangsterrap,east coast hiphop,hiphop","Bad Boy Records",0.895,0.694,9,-4.384,1,0.275,0.176,0,0.292,0.632,93.944,4,"east","no"
"spotify:track:0mBAdbKjyG1uANV6jD5trK","Boom - Street Version","Boom/Soldier's Story","Royce Da 5'9""","2000",235760,32,"true","m-airon","2019-04-05T00:04:21Z","","Game Recordings Inc.",0.579,0.685,11,-5.738,0,0.236,0.000336,0.000241,0.0633,0.942,93.401,4,"east","no"
"spotify:track:4RY96Asd9IefaL3X4LOLZ8","In Da Club","Get Rich Or Die Tryin'","50 Cent","2003-02-06",193466,76,"true","warriorkid3000","2021-09-29T03:46:38Z","old school hiphop,east coast hiphop","Shady Records",0.904,0.72,6,-2.776,0,0.348,0.259,0,0.0749,0.805,90.062,4,"east","no"
"spotify:track:4hjxVY7QYNDmOclMny7hVY","Dead Presidents II","Reasonable Doubt","JAY-Z","1996-06-25",266066,53,"true","m-airon","2022-03-27T17:28:40Z","hiphop,east coast hiphop,rap","Roc-A-Fella",0.626,0.912,7,-8.758,0,0.426,0.174,1.08e-06,0.149,0.579,174.57,4,"east","no"
"spotify:track:6jn2A66ztgXPrpeNsdiGHE","Tru Master (with Inspectah Deck & Kurupt)","Soul Survivor","Pete Rock;Inspectah Deck;Kurupt","1998-06-17",239533,36,"true","m-airon","2024-12-30T16:56:02Z","jazz rap,east coast hiphop,boombap,g funk,west coast hiphop,gangsterrap,old school hiphop","RCA Records Label",0.649,0.941,2,-4.159,1,0.398,0.0676,0,0.0905,0.64,91.442,4,"east","no"
"spotify:track:2El2AmJcz6trXPVeXamGYC","What's Happenin'","Tical 0: The Prequel","Method Man;Busta Rhymes","2004-01-01",232253,54,"true","m-airon","2019-04-04T23:58:22Z","east coast hiphop,old school hiphop,hiphop,hardcore hiphop","Def Jam Recordings",0.73,0.899,2,-3.643,1,0.3,0.237,0,0.0995,0.757,109.129,4,"east","no"
"spotify:track:5xzN3p8DlPv7bBhV8mCdao","In Da Club","Get Rich Or Die Tryin' (Explicit UK Version)","50 Cent","2003-02-06",193466,0,"true","warriorkid3000","2021-09-29T03:52:18Z","old school hiphop,east coast hiphop","Polydor Associated Labels",0.908,0.721,1,-2.761,0,0.316,0.274,0,0.0758,0.767,90.01,4,"east","no"
"spotify:track:1xIxMz1sNQ4b6svH1GuTtF","Gimme the Loot - 2005 Remaster","Ready to Die (The Remaster)","The Notorious B.I.G.","1994-09-13",285946,67,"true","warriorkid3000","2021-09-29T03:54:40Z","old school hiphop,gangsterrap,east coast hiphop,hiphop","Bad Boy Records",0.721,0.662,7,-8.136,1,0.403,0.0888,0,0.178,0.68,94.191,4,"east","no"
"spotify:track:3glqlA5qY3bbo8UaUDGPnw","Triumph (feat. Ol' Dirty Bastard, Inspectah Deck, Method Man, Cappadonna, U-God, RZA, GZA, Masta Killa, Ghostface Killah & Raekwon)","Wu-Tang Forever","Wu-Tang Clan;Ol' Dirty Bastard;Inspectah Deck;Method Man;Cappadonna;U-God;RZA;GZA;Masta Killa;Ghostface Killah;Raekwon","1997-06-03",338186,62,"true","m-airon","2024-10-14T08:41:49Z","old school hiphop,east coast hiphop,hiphop,gangsterrap,hardcore hiphop,boombap","LOUD Records",0.739,0.639,2,-6.959,1,0.358,0.000918,2.74e-05,0.352,0.323,91.121,4,"east","no"
"spotify:track:4h5KBcltGefua73AUPYps7","Izzo (H.O.V.A.)","The Blueprint (Explicit Version)","JAY-Z","2001-09-11",240626,58,"true","m-airon","2022-03-27T17:28:21Z","hiphop,east coast hiphop,rap","Roc-A-Fella",0.618,0.844,1,-4.051,0,0.342,0.0178,0.000126,0.0634,0.697,84.411,4,"east","no"
"spotify:track:3ABG1UQTk0eLYUAeWkmfMi","Shimmy Shimmy Ya","Return to the 36 Chambers: The Dirty Version","Ol' Dirty Bastard","1995",161400,67,"true","m-airon","2019-04-05T00:49:46Z","east coast hiphop,old school hiphop,hardcore hiphop","Rhino/Elektra",0.814,0.481,0,-5.183,1,0.245,0.097,3.83e-05,0.0495,0.193,96.252,4,"east","no"
"spotify:track:24vNw0Z0srb4zYXwrakw8E","Wu-Tang Clan Ain't Nuthing ta F' Wit","Enter The Wu-Tang (36 Chambers) [Expanded Edition]","Wu-Tang Clan","1993-11-09",216040,63,"true","m-airon","2024-11-12T06:23:35Z","old school hiphop,east coast hiphop,hiphop,gangsterrap,hardcore hiphop","RCA Records Label",0.823,0.526,1,-12.202,1,0.328,0.237,0,0.362,0.614,99.13,4,"east","no"
"spotify:track:13N31D8yFuN4JeYYR7veY6","Respect - 2005 Remaster","Ready to Die (The Remaster)","The Notorious B.I.G.","1994-09-13",321293,52,"true","m-airon","2022-04-18T21:16:36Z","old school hiphop,gangsterrap,east coast hiphop,hiphop","Bad Boy Records",0.902,0.597,1,-5.814,1,0.575,0.197,3.4e-05,0.308,0.219,88.733,4,"east","no"
"spotify:track:2u557fu7hLTdz68Z0XwmvJ","My Baby","Rare","50 Cent;Da Angels","2003-10-15",196920,0,"true","m-airon","2019-04-05T00:10:42Z","old school hiphop,east coast hiphop,g funk,west coast hiphop","Famous Records, Corp.",0.883,0.393,6,-10.968,1,0.343,0.295,0,0.282,0.914,95.269,4,"east","no"
"spotify:track:02xhZhWcgS26FWoMUZdSg2","Brick City Mashin'!","Doc's Da Name 2000","Redman","1998-12-08",190640,42,"true","m-airon","2022-03-27T08:41:13Z","east coast hiphop,old school hiphop,hiphop,hardcore hiphop","RAL (Rush Associated Label)",0.837,0.779,1,-5.488,1,0.48,0.164,0,0.338,0.806,93.921,4,"east","no"
"spotify:track:3UYuDTslR35thjQzaVwRMe","Get Down","God's Son","Nas","2002-12-13",244253,64,"true","m-airon","2019-04-05T00:22:01Z","old school hiphop,east coast hiphop,hiphop","Columbia",0.835,0.718,1,-6.405,1,0.232,0.0424,0,0.258,0.507,94.387,4,"east","no"
"spotify:track:5rwKik1i0t9Pxt4ZRHKewV","Scream a.k.a. Itchin'","Miss E... So Addictive","Missy Elliott","2001-05-14",239373,29,"true","m-airon","2023-03-13T11:07:23Z","hiphop","Atlantic Records/ATG",0.851,0.665,7,-8.083,1,0.298,0.0635,0.27,0.272,0.916,84.873,4,"east","no"
"spotify:track:06UPCXzhIsXnceSXmKLMEY","Ether","Stillmatic","Nas","2001-12-18",277706,56,"true","m-airon","2024-10-12T17:23:09Z","old school hiphop,east coast hiphop,hiphop","Columbia",0.573,0.831,7,-5.586,1,0.433,0.0401,0,0.0909,0.766,76.352,4,"east","no"
"spotify:track:6C7ZgThn6Yan5MTZdAEEFw","Mama Said Knock You Out","Mama Said Knock You Out","LL COOL J","1990-08-27",289693,63,"true","m-airon","2022-03-27T08:37:15Z","old school hiphop,east coast hiphop","LL Cool J.",0.791,0.759,10,-7.378,0,0.129,0.0314,0.674,0.255,0.619,102.382,4,"east","no"
"spotify:track:2NeHnSFnwNp1Z5WYgcjJ8L","X Gon' Give It To Ya","The Best Of DMX","DMX","2010-01-01",219253,5,"true","warriorkid3000","2021-09-29T03:46:23Z","east coast hiphop,old school hiphop,hardcore hiphop","Universal Music Group",0.678,0.857,10,-5.173,0,0.216,0.0325,0,0.0788,0.622,94.95,4,"east","no"
"spotify:track:0UN5OvKlbg06LnZyVk48ll","Loungin (Who Do Ya Luv) - Remix","Mr. Smith (Deluxe Edition)","LL COOL J;Total","1995-11-21",229373,60,"true","m-airon","2024-11-06T08:38:36Z","old school hiphop,east coast hiphop,r&b,new jack swing","LL Cool J.",0.817,0.584,7,-9.785,1,0.174,0.432,0.00588,0.225,0.502,99.947,4,"east","no"
"spotify:track:7cFpB4ozcSwXuhqjvNbrbP","Good Times","A Gangster And A Gentleman","Styles P","2002-01-01",211493,59,"true","m-airon","2022-04-13T11:30:53Z","east coast hiphop","Ruff Ryders Records",0.697,0.761,11,-7.647,0,0.302,0.157,0,0.789,0.666,81.728,4,"east","no"
"spotify:track:5LN1B9uVAVleCZ2euGarvi","MVP","Lifestylez Ov Da Poor & Dangerous","Big L","1995-03-28",218866,58,"false","m-airon","2024-11-11T18:36:55Z","east coast hiphop,old school hiphop,hardcore hiphop,boombap,hiphop","Columbia",0.857,0.672,10,-5.934,0,0.16,0.0649,0,0.355,0.671,86.777,4,"east","no"
"spotify:track:7fuoqve1SOEBmhc2PoQTF0","Breathe","Real Talk (123)","Fabolous","2004-10-11",268960,57,"true","m-airon","2022-04-13T11:26:56Z","","Elektra Records",0.713,0.91,10,-5.586,0,0.282,0.34,0,0.304,0.51,83.028,4,"east","no"
"spotify:track:2Usnx5papFBxkaDgyodMcO","I Really Mean It - Album Version (Edited)","Cam'Ron Presents The Diplomats - Diplomatic Immunity","The Diplomats;Cam'ron;Jimmy Jones","2003-01-01",261880,26,"false","m-airon","2024-11-07T12:06:00Z","east coast hiphop","Roc-A-Fella",0.444,0.758,7,-4.252,1,0.27,0.0323,2.42e-05,0.588,0.811,78.514,4,"east","no"
"spotify:track:0cuLak2CHr0Lvua8kV0w6n","Paradise","10","LL COOL J;Amerie","2002-10-08",275093,57,"false","m-airon","2024-10-24T07:47:07Z","old school hiphop,east coast hiphop","Def Jam Recordings",0.778,0.823,5,-2.981,0,0.199,0.0165,3.8e-05,0.282,0.856,97.885,4,"east","no"
"spotify:track:29UzHkRHqGrqSikUDRWIam","P.I.M.P.","Get Rich Or Die Tryin' (Explicit UK Version)","50 Cent","2003-02-06",249466,0,"true","warriorkid3000","2021-09-29T03:45:07Z","old school hiphop,east coast hiphop","Polydor Associated Labels",0.608,0.768,10,-2.997,0,0.357,0.0438,7.13e-06,0.0388,0.89,86.508,4,"east","no"
"spotify:track:49PPrCt4S5nFLGH56qkxuT","Around The Way Girl","Mama Said Knock You Out","LL COOL J","1990-08-27",246533,35,"false","m-airon","2024-11-14T08:22:29Z","old school hiphop,east coast hiphop","LL Cool J.",0.608,0.669,1,-10.834,0,0.335,0.00435,0.0109,0.337,0.679,202.062,4,"east","no"
"spotify:track:7k9XAKJp28xmRnPPCkWOKn","Realest N*ggas","Bad Boys II","Notorious B.I.G. & 50 Cent","2005-04-20",212560,0,"true","m-airon","2022-04-15T20:49:45Z","","Bad Boy Records",0.903,0.728,6,-3.983,1,0.322,0.397,2.66e-06,0.157,0.817,95.67,4,"east","no"
"spotify:track:3gRlmtdCyNoKiyozn2pqc9","Mathematics","Black On Both Sides","Mos Def","1999-10-12",246440,60,"true","m-airon","2022-03-27T20:53:23Z","east coast hiphop,old school hiphop,hiphop","Rawkus Entertainment",0.753,0.749,1,-6.132,0,0.316,0.0285,0,0.0845,0.832,93.79,4,"east","no"
"spotify:track:3tHbqNaaXituiTZjGRx5UV","Made You Look (feat. Jadakiss & Ludacris) - Remix","Made You Look (Remix) (feat. Jadakiss & Ludacris)","Nas;Jadakiss;Ludacris","2002-09-10",211906,43,"true","m-airon","2024-11-11T12:21:41Z","old school hiphop,east coast hiphop,hiphop,dirty south rap","Columbia/Legacy",0.602,0.941,1,-3.451,1,0.327,0.362,0,0.695,0.695,95.789,4,"east","no"
"spotify:track:6eeETlsa4gwbfFnO4Minlg","How I'm Comin'","14 Shots To The Dome","LL COOL J","1993-06-01",305893,22,"false","m-airon","2025-05-25T12:09:57Z","old school hiphop,east coast hiphop","Def Jam Recordings",0.755,0.974,11,-8.68,1,0.208,0.0605,0,0.323,0.309,97.094,4,"east","no"
