TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
8.126984127,1.1893,0,1.45851,0.596672,0,0.758542,0.163981,2.12116,0.440796,0.556843,0.127986,0.746113
8.173424036,1.4075,0,0.817035,0.133258,0,0.721264,0.334996,2.02095,0.302983,0.156025,0.195418,1.39508
8.219863946,1.4351,0,0.412381,0.246655,0,0.832244,0.818546,0.861859,0.152238,0.187911,0.443483,1.57949
8.266303855,1.31237,0,0.439586,0.262662,0.026395,1.15468,0.763213,0.878831,0.0968886,0.131488,0.551351,1.50337
8.312743764,1.29214,0.0513311,0.468112,0.230281,0.0773057,1.27731,0.536671,1.25139,0.232676,0.00681622,1.22954,1.44257
8.359183673,0.405909,0.693773,0.880245,0.140304,0.163004,1.38442,0.930498,1.16061,0.21165,0.00299007,1.83035,1.23782
8.405623583,0.648132,1.286,1.0178,0.253508,0.435882,0.661573,1.87928,0.523224,0.155678,0.0945491,1.39939,0.396635
8.452063492,1.09035,1.20015,0.640395,0.337338,0.12759,0.947634,1.66903,0.221782,0.112163,0.181506,0.898592,0.408596
8.498503401,1.5015,1.02471,0.149995,0.242749,0.226196,1.16296,1.56703,0.0947502,0.0969099,0.209534,0.504431,0.0712991
8.544943311,1.84324,0.707673,0.00342228,0.337657,0.192021,0.841991,0.813506,0.309736,0.178678,0.357927,0.225472,0.178566
8.591383220,1.54998,0.0665326,0.930151,0.371806,0.221347,0.745329,0.502151,1.56773,0.302329,0.32867,0.0279031,0.609446
8.637823129,0.434592,0.00652571,1.63086,0.600172,0,0.495015,0.669444,2.03129,0.253992,0.271175,0.192618,1.24917
8.684263039,0.226821,0.0675078,1.96267,0.430712,0.0711107,0.833215,0.668801,1.52545,0.158443,0.282635,0.501692,1.06123
8.730702948,1.65754,0.0409733,1.35467,0.187847,0.0435694,0.607078,0.585918,1.74426,0.180912,0.143803,0.759749,0.862678
8.777142857,2.77239,0.0394889,0.535573,0.128564,0,0.790914,0.126019,2.2701,0.126,0,0.492264,0.737433
8.823582766,3.06195,0.220052,0.38808,0.178555,0,0.806947,0.128143,2.15071,0.119457,0,0.520818,0.570444
8.870022676,2.98288,0.0350726,0.348059,0.0494961,0,0.880632,0.282861,1.83154,0.108034,0,0.505771,0.663568
8.916462585,2.58482,0.0327593,0.514179,0,0,0.767424,0.631788,0.99859,0.544794,0.0153439,0.56762,0.869304
8.962902494,1.51936,0.0393787,0.999281,0.152479,0,0.296614,0.11071,1.0005,0.901836,0.220697,0.594258,1.33569
9.009342404,0.874637,0.909249,0.855655,0.655081,0,0.235404,0.122549,1.57911,0.129136,0.833928,0.522253,1.20314
9.055782313,1.07361,0.839937,0.759668,0.660202,0,0.401671,0.103971,1.47711,0.112741,0.729245,0.915097,1.04879
9.102222222,1.28732,0.453762,0.83091,0.511534,0,0.589219,0.0886535,1.24581,0.278622,0.462199,0.987547,0.842642
9.148662132,1.45488,0.276416,0.842548,0.38005,0.0688164,0.68336,0.0823811,1.01975,0.238723,0.19314,1.00602,0.608554
9.195102041,1.51401,0.04187,0.555912,0.197208,0.0812165,0.893182,0.0954238,1.76249,0.0736628,0.0555447,1.09404,0.48851
9.241541950,0.578686,0.191542,0.566917,0.160229,0.0228229,1.032,0.0641374,1.82194,0.0771612,0,1.71697,0.774342
9.287981859,0.242105,0.239509,0.742599,0.106249,0.00215427,1.13268,0.0787333,1.76445,0.0698237,0,2.19949,0.786337
9.334421769,0.0849782,0.232166,0.503119,0,0.0178366,0.929335,0.0888747,2.24793,0.112651,0,2.45585,0.483377
9.380861678,2.11292,0.259481,0.338772,0.00959559,0.550244,0.0137182,0.252396,1.7509,0.0857976,0.00881127,1.79398,0.267198
9.427301587,2.6029,0.166096,0.121155,0.0442873,0.301229,0.0390291,0.412154,1.39473,0.098918,0.225844,0.297671,0.714274
9.473741497,2.25205,0.185028,0.259544,0.0856477,0.344281,0.0610046,0.714257,0.727964,0.108022,0.386408,0.236167,1.2469
9.520181406,1.67201,0,0.0190699,0.165632,0.41505,0.222599,0.683677,0.535014,0.110227,0.550366,0.078764,2.024
9.566621315,1.36022,0.026612,0.246107,0.0772864,0.43514,0.352986,0.466351,0.285919,0.0832391,0.592896,0.548654,2.34668
9.613061224,0.950724,0.0503747,0.108659,0.0522756,0.137573,0.173313,0.666656,0.886259,0.0640451,0.913172,0.790111,1.94033
9.659501134,0.299227,0.269568,0.240144,0.273131,0.364534,0.337907,1.00958,1.12092,0.00348857,0.810087,0.353649,1.61507
9.705941043,0.444524,0.364532,0.287814,0.309247,0.485095,0.387307,0.940482,1.15216,0.213811,0.388138,0.415305,1.22067
9.752380952,0.815087,0.431755,0.337588,0.329687,0.37983,0.444318,0.916715,1.07265,0.293168,0.250494,0.543255,0.944442
